,sourceid,dstid,hod,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
354167,1175,1411,21,912.09,395.17,861.32,1.38
381196,1093,1534,17,2867.63,447.26,2833.04,1.17
393289,1534,1110,19,3004.0,288.95,2990.63,1.1
394787,1426,1430,16,129.02,266.64,88.97,1.94
394819,1197,1226,21,980.7,247.1,956.53,1.24
412932,1178,1175,19,1030.27,402.28,950.6,1.53
418061,1175,1178,21,710.89,249.0,675.15,1.37
434190,1110,1375,17,2600.1,653.1,2525.62,1.27
441960,1411,1178,9,735.29,241.88,712.55,1.25
442152,1318,1322,23,450.48,298.88,388.7,1.7
466889,1426,1375,19,225.79,163.55,204.12,1.46
496823,1106,1029,0,1011.67,251.16,985.65,1.25
563781,1197,1322,22,653.28,261.94,612.97,1.4
632188,1110,1017,5,535.76,176.28,508.8,1.38
674948,1106,1029,6,979.75,162.79,968.33,1.16
721842,1303,1318,1,1139.6,344.68,1077.03,1.44
735903,1160,1175,14,1536.89,355.4,1501.32,1.23
746009,1175,1426,6,1789.61,499.36,1731.13,1.28
765909,1375,1426,14,316.85,212.24,276.62,1.64
807689,1479,1411,0,124.78,196.83,51.31,4.3
810331,1017,1093,23,1230.29,475.34,1118.04,1.6
846663,1430,1178,12,1459.75,321.06,1430.41,1.21
40280,1464,1534,2,1242.6,450.07,1081.42,1.94
103196,1322,1207,0,605.83,256.7,561.36,1.46
145072,1207,1303,14,902.58,428.01,840.49,1.41
191790,1464,1430,13,1383.85,327.19,1346.13,1.27
234489,1375,1426,3,195.32,138.27,179.15,1.4
244865,1464,1375,16,1516.06,418.25,1469.13,1.27
356242,1197,1322,2,561.1,225.95,527.05,1.4
393422,1106,1110,6,1093.75,301.0,1058.09,1.28
402224,1017,1029,10,1563.78,670.69,1445.56,1.46
408675,1226,1207,18,1080.06,295.0,1039.19,1.33
474604,1318,1207,11,802.81,255.67,766.17,1.35
485262,1160,1375,15,1931.8,668.76,1836.1,1.36
546224,1318,1207,22,859.16,293.93,820.14,1.34
612884,1303,1197,0,1039.35,502.6,942.73,1.53
619623,1479,1426,8,1386.22,534.58,1293.08,1.45
641816,1322,1303,14,1661.95,571.97,1585.04,1.34
679081,1207,1318,2,739.17,264.54,700.25,1.37
698479,1479,1426,23,921.38,376.7,864.49,1.4
703667,1430,1411,7,868.78,409.22,793.42,1.5
709200,1303,1197,15,893.4,226.34,866.21,1.28
718729,1479,1534,1,808.02,332.07,759.76,1.39
748356,1002,1106,23,1702.14,756.62,1584.2,1.42
776975,1002,1534,13,3190.0,1035.78,3052.85,1.33
7087,1375,1464,13,1712.53,361.8,1678.53,1.22
8003,1093,1017,2,982.45,243.8,955.3,1.26
117805,1322,1303,18,1437.29,332.1,1401.24,1.25
130365,1303,1197,19,892.59,276.97,861.98,1.28
169745,1207,1318,6,651.33,181.97,623.27,1.37
178248,1430,1411,11,752.8,228.15,727.25,1.28
210012,1178,1411,1,870.55,298.25,829.64,1.34
210718,1479,1534,5,799.48,353.06,750.5,1.38
267864,1430,1464,15,1317.75,1083.85,1189.93,1.43
279828,1375,1093,21,2892.77,759.91,2807.23,1.27
373290,1002,1106,19,1641.78,299.43,1615.31,1.2
433201,1002,1534,9,2650.0,475.82,2613.02,1.18
448767,1093,1029,23,611.69,298.18,569.98,1.4
468520,1207,1303,3,753.19,395.21,685.21,1.49
516111,1029,1002,15,1598.47,556.32,1520.48,1.36
573317,1375,1479,12,673.85,325.99,630.49,1.38
604622,1207,1197,2,84.41,149.49,44.05,3.01
605887,1375,1160,15,1856.18,361.3,1822.74,1.21
607886,1534,1411,2,666.2,301.04,625.79,1.4
612960,1411,1426,11,1078.85,592.56,1000.48,1.41
621606,1175,1534,1,1501.63,301.89,1474.14,1.21
625838,1226,1303,1,2443.57,2237.91,1907.93,1.84
639517,1375,1534,9,230.9,206.93,206.63,1.47
641143,1175,1479,4,868.35,456.09,789.32,1.52
657682,1175,1426,23,1628.85,490.13,1572.16,1.29
692857,1426,1464,19,1737.36,578.37,1652.65,1.36
696712,1375,1002,14,3732.5,985.7,3587.07,1.34
736269,1207,1226,21,1055.71,321.51,1019.1,1.28
742704,1375,1430,4,409.91,496.27,274.42,2.32
785536,1002,1093,16,970.63,364.7,923.97,1.34
815653,1430,1375,15,177.25,248.35,137.84,1.8
827662,1178,1375,5,1559.0,470.74,1487.22,1.36
34522,1430,1464,19,1361.01,517.73,1281.19,1.4
150272,1197,1207,13,46.69,82.28,25.46,2.51
152377,1426,1411,8,1308.92,845.06,1084.91,1.82
153967,1411,1534,10,1119.95,443.14,1055.49,1.39
159464,1226,1303,22,1668.8,280.13,1648.19,1.17
172814,1534,1411,23,683.97,262.8,654.42,1.3
175998,1534,1464,4,980.43,208.98,961.8,1.21
191760,1318,1303,15,1467.32,271.52,1441.81,1.21
193174,1411,1479,13,69.97,165.94,30.08,3.77
197687,1207,1197,23,94.44,255.79,42.77,3.11
210380,1175,1534,22,1659.48,432.65,1609.6,1.27
247490,1002,1303,13,2516.25,1110.38,2362.13,1.37
265412,1426,1411,11,914.69,346.57,867.57,1.36
312323,1411,1534,13,1129.96,598.39,1047.72,1.44
312466,1318,1303,18,1416.03,324.71,1377.66,1.27
332188,1197,1207,16,50.22,100.75,26.36,2.59
337398,1411,1479,16,64.28,109.14,30.19,3.78
345752,1002,1303,16,2259.5,276.02,2242.06,1.13
453042,1534,1464,20,1548.04,645.89,1439.28,1.45
484085,1375,1093,4,2328.71,317.16,2307.26,1.15
513111,1430,1411,17,847.55,430.16,793.98,1.38
539053,1178,1411,7,914.77,292.18,867.68,1.4
548853,1207,1318,12,851.85,241.09,817.45,1.34
561604,1479,1534,11,1236.87,513.09,1154.69,1.43
592707,1093,1430,9,2430.04,496.92,2384.08,1.21
611728,1303,1207,10,782.44,192.38,759.56,1.27
615953,1002,1029,9,1091.36,76.05,1088.71,1.07
634038,1093,1002,19,842.6,276.6,813.22,1.28
637701,1029,1106,19,1083.39,251.18,1057.65,1.24
675465,1093,1375,12,3858.78,1286.85,3680.71,1.34
763643,1430,1479,21,712.3,336.38,686.01,1.25
764973,1375,1029,17,3541.45,1666.49,3253.37,1.47
766231,1178,1479,11,778.63,263.87,739.3,1.37
788543,1178,1534,8,2151.67,297.53,2132.06,1.14
794278,1430,1534,18,187.34,297.83,115.08,2.33
2515,1175,1411,7,955.42,390.01,892.8,1.43
24798,1375,1411,15,725.52,382.11,665.3,1.46
135780,1002,1534,15,3034.08,1413.35,2802.16,1.45
210187,1534,1430,3,109.72,200.68,71.2,2.06
210792,1430,1175,1,1360.83,266.71,1336.51,1.21
241823,1093,1426,11,2580.92,952.53,2458.45,1.33
280478,1534,1002,13,4737.38,1798.65,4396.01,1.48
287358,1375,1178,1,1160.71,122.32,1154.26,1.11
288518,1534,1375,6,362.8,344.18,269.48,2.03
291133,1106,1093,7,427.18,119.33,414.24,1.27
295779,1430,1175,4,1526.28,655.89,1434.59,1.38
304525,1534,1375,9,451.78,366.97,347.06,2.04
311487,1093,1106,2,375.38,123.37,354.98,1.44
342917,1534,1002,16,3384.88,773.4,3309.23,1.23
371581,1534,1430,6,168.88,207.47,113.79,2.25
378203,1106,1093,10,475.36,122.06,463.73,1.23
396174,1017,1089,0,740.95,264.47,712.03,1.29
449109,1426,1029,15,3401.73,1022.45,3263.54,1.33
454514,1110,1029,13,978.91,375.65,925.3,1.38
456498,1093,1002,8,891.04,317.74,853.95,1.31
522230,1110,1093,7,661.56,341.09,609.35,1.46
531331,1197,1318,5,671.33,334.32,438.94,3.67
612363,1318,1226,18,870.42,356.47,810.22,1.44
657569,1426,1093,11,4112.25,1422.29,3866.77,1.42
678522,1110,1093,9,614.93,218.97,579.19,1.42
691114,1318,1226,20,990.11,320.03,944.67,1.35
717510,1197,1318,7,723.73,206.37,696.99,1.31
803223,1002,1093,10,863.13,342.06,827.74,1.3
807256,1197,1318,23,671.54,201.48,649.58,1.27
811106,1430,1002,16,3602.29,1075.68,3464.48,1.31
819466,1430,1375,9,293.97,275.85,221.23,2.08
46417,1029,1093,20,841.38,369.94,779.24,1.45
63597,1375,1411,3,540.44,322.91,490.26,1.48
142989,1175,1411,3,1049.22,480.72,962.87,1.49
148212,1375,1411,11,662.57,415.22,614.15,1.39
326533,1175,1411,8,938.71,507.65,873.56,1.42
327262,1375,1411,16,699.6,380.33,636.74,1.48
330287,1534,1178,15,1800.33,688.21,1703.6,1.36
354596,1207,1303,23,749.37,339.46,700.57,1.4
406566,1322,1207,9,759.43,313.33,711.99,1.41
421034,1029,1110,13,996.5,274.06,960.34,1.31
470536,1534,1464,13,1413.56,337.24,1374.58,1.27
471569,1002,1303,22,2458.5,426.81,2422.15,1.19
493449,1411,1479,22,73.23,214.63,35.11,3.73
502579,1411,1534,19,1317.02,730.54,1157.18,1.64
505507,1197,1207,22,50.77,76.94,28.83,2.58
514282,1426,1411,17,971.16,598.06,887.39,1.44
555126,1430,1479,8,1031.16,494.85,926.5,1.58
603490,1430,1160,11,1588.92,290.29,1563.37,1.2
619390,1318,1197,11,778.56,256.36,740.28,1.37
625853,1430,1534,5,192.84,265.49,119.39,2.47
637341,1411,1430,22,839.03,393.2,790.15,1.35
660569,1178,1426,17,1989.83,669.51,1882.6,1.39
664846,1226,1197,18,1062.36,299.51,1019.58,1.34
717273,1534,1093,14,2258.87,349.47,2234.85,1.15
783796,1375,1426,22,250.42,155.74,233.05,1.39
785050,1375,1479,3,551.93,319.44,506.61,1.43
800791,1160,1175,22,1614.22,323.64,1585.22,1.2
802197,1375,1534,0,194.64,134.58,180.92,1.36
804809,1175,1426,14,2087.98,686.96,1989.39,1.36
6785,1375,1160,6,1369.11,155.23,1360.8,1.12
33144,1411,1426,2,674.73,260.88,652.78,1.24
58566,1322,1197,2,754.81,480.28,649.96,1.67
75867,1479,1430,5,976.26,503.51,873.46,1.57
76630,1479,1375,8,1197.42,509.22,1094.61,1.54
86819,1375,1175,3,1248.69,325.58,1213.23,1.26
139202,1197,1303,6,731.78,273.09,695.32,1.35
162658,1207,1322,20,826.41,310.91,774.11,1.43
246605,1534,1479,7,1101.15,652.22,955.45,1.66
250063,1411,1175,19,839.57,349.55,787.04,1.41
293041,1110,1029,12,876.94,227.19,849.56,1.28
293984,1426,1029,14,2705.71,424.36,2674.42,1.16
302274,1093,1002,7,970.73,312.27,929.83,1.33
383335,1464,1426,16,1712.48,360.19,1676.73,1.23
401733,1093,1110,17,591.85,317.03,521.61,1.64
467160,1017,1093,15,1485.42,448.59,1419.6,1.36
535425,1093,1110,18,688.17,361.03,598.89,1.71
558344,1017,1093,16,1055.13,266.99,1019.65,1.31
561409,1464,1426,17,1616.79,293.47,1591.89,1.19
600610,1318,1303,17,1454.82,340.47,1419.86,1.24
612575,1426,1411,10,1012.22,328.61,961.37,1.38
613242,1411,1534,12,1083.6,413.74,1005.29,1.58
640098,1197,1207,15,44.43,70.83,25.47,2.48
653719,1002,1303,15,2480.82,447.31,2443.06,1.19
698984,1411,1479,15,66.25,124.85,28.97,3.93
700492,1534,1464,6,1018.5,375.17,963.12,1.38
762235,1110,1017,12,728.61,717.95,569.32,1.84
772767,1106,1029,13,1184.73,313.08,1153.32,1.25
805085,1029,1093,6,831.71,516.13,732.96,1.59
42641,1029,1093,18,803.96,309.43,758.93,1.38
68463,1375,1411,1,529.1,410.92,471.84,1.47
135049,1175,1411,1,945.16,316.6,901.57,1.35
141479,1375,1411,9,834.03,408.49,759.51,1.53
236698,1375,1464,20,1560.04,408.45,1513.74,1.27
254145,1017,1110,1,824.62,337.02,757.51,1.52
364383,1093,1017,10,930.67,265.21,888.2,1.37
379646,1017,1110,2,967.67,397.3,892.03,1.5
389751,1375,1464,21,1632.74,437.72,1580.5,1.28
413582,1093,1017,15,1109.53,255.98,1080.03,1.26
497746,1017,1110,7,983.78,509.57,874.17,1.62
531080,1178,1411,9,783.36,183.94,763.86,1.25
591675,1430,1464,0,899.43,305.81,866.36,1.28
615666,1430,1411,19,873.27,351.12,819.57,1.4
619340,1479,1534,13,1327.05,700.69,1226.93,1.44
626144,1207,1318,14,925.19,190.43,905.45,1.23
635145,1093,1110,11,710.39,386.55,622.09,1.67
664720,1464,1426,10,1558.52,328.74,1524.3,1.23
710069,1017,1093,9,1223.79,585.95,1108.46,1.54
712442,1093,1430,23,2326.43,267.49,2311.31,1.12
717854,1002,1029,23,1148.96,280.33,1123.27,1.22
753639,1093,1110,12,571.35,356.87,484.67,1.74
764697,1017,1093,10,986.5,274.76,945.23,1.35
802046,1464,1426,11,1573.47,333.86,1541.32,1.22
84800,1430,1178,0,1476.08,482.73,1420.54,1.29
85031,1093,1110,13,712.68,658.01,567.87,1.83
94023,1464,1426,12,1722.8,338.69,1688.47,1.23
123280,1464,1534,14,1879.73,773.24,1778.15,1.36
137033,1479,1411,12,132.06,230.92,56.31,4.25
208657,1029,1002,3,2040.0,531.12,1981.37,1.26
222183,1093,1029,11,657.94,214.09,632.51,1.3
246648,1029,1002,4,1643.33,334.86,1608.33,1.23
282709,1464,1534,15,1625.38,509.7,1565.49,1.29
294003,1093,1029,12,677.34,317.1,634.7,1.39
323349,1479,1411,13,141.53,252.49,61.12,4.03
342505,1226,1207,1,1075.67,305.26,1035.09,1.32
377087,1017,1110,19,1059.96,579.44,917.6,1.72
483183,1375,1160,5,1442.58,195.52,1428.46,1.15
486396,1375,1426,21,291.21,189.08,265.54,1.49
500021,1375,1479,2,538.84,308.85,497.5,1.41
503535,1175,1426,13,1966.46,558.81,1897.84,1.3
512853,1411,1426,1,681.39,252.62,658.89,1.25
539904,1160,1175,21,1466.67,228.81,1448.51,1.17
576836,1426,1175,23,1401.08,313.66,1375.13,1.2
617767,1106,1002,18,1428.05,309.16,1392.53,1.29
710934,1534,1479,13,914.4,350.06,874.15,1.33
734006,1534,1160,16,1792.86,240.23,1777.01,1.14
745780,1322,1226,12,583.0,170.3,560.0,1.33
800624,1002,1375,10,3472.13,1216.02,3274.1,1.4
839942,1002,1430,7,3526.5,588.8,3479.12,1.18
845649,1411,1178,17,730.33,147.99,718.1,1.19
46070,1411,1178,19,782.5,262.38,753.77,1.28
139737,1002,1375,12,3838.7,1849.65,3478.5,1.53
151731,1002,1430,9,2875.23,476.73,2839.94,1.17
186533,1411,1178,20,763.11,191.63,746.17,1.22
235115,1002,1430,10,3095.21,1019.01,2955.49,1.34
252513,1002,1375,13,3621.86,836.66,3541.17,1.23
267790,1479,1178,21,688.08,215.06,668.22,1.24
297197,1534,1175,21,1437.39,283.26,1414.73,1.19
366451,1426,1175,6,1540.33,390.78,1495.41,1.27
400809,1106,1093,3,457.36,223.33,425.94,1.41
460305,1093,1426,7,3435.76,828.44,3341.06,1.27
479437,1534,1375,2,194.79,190.05,170.05,1.51
520468,1464,1375,14,1610.03,350.49,1571.44,1.25
536383,1375,1426,1,195.47,130.11,182.04,1.36
580137,1464,1430,11,1176.03,228.03,1154.97,1.21
611977,1411,1430,17,1403.68,681.93,1255.43,1.6
618021,1226,1197,13,1168.8,350.74,1122.43,1.32
638384,1430,1426,22,207.74,252.1,139.43,2.26
651960,1430,1479,3,640.44,439.97,596.57,1.35
672198,1479,1175,22,732.06,436.01,692.62,1.32
673617,1430,1534,0,170.51,264.4,102.58,2.47
682714,1318,1197,6,865.19,335.12,805.51,1.46
699402,1411,1375,20,880.06,447.66,798.64,1.52
721891,1375,1411,0,535.73,277.32,493.43,1.44
744830,1110,1017,23,577.84,358.97,505.21,1.64
771840,1029,1093,17,796.23,354.13,739.23,1.44
7259,1093,1029,1,586.85,187.7,562.95,1.32
28288,1464,1534,4,1268.71,134.79,1261.59,1.11
54317,1430,1178,14,1552.86,258.08,1530.98,1.18
77685,1479,1411,2,126.93,212.29,46.82,4.64
120692,1002,1093,17,934.43,297.29,899.98,1.3
130681,1178,1375,6,1817.22,303.13,1793.08,1.18
150316,1430,1375,16,167.94,247.37,132.57,1.73
258321,1322,1303,6,1371.25,512.32,1304.36,1.34
279014,1479,1426,15,1456.88,714.31,1330.73,1.5
462403,1017,1029,18,1259.21,298.53,1224.61,1.27
465163,1479,1426,5,804.19,355.63,755.27,1.38
471291,1318,1207,19,882.35,302.65,837.11,1.38
487613,1160,1430,20,1955.17,436.54,1910.9,1.23
561981,1464,1430,18,1292.75,331.89,1254.5,1.27
570699,1175,1426,0,1507.9,333.57,1478.56,1.21
605472,1375,1426,8,233.13,161.31,210.53,1.47
606370,1464,1375,21,1570.92,416.06,1523.64,1.27
624554,1160,1175,8,2069.43,588.25,1985.45,1.34
639152,1430,1160,16,1791.29,186.42,1781.01,1.12
675692,1178,1479,3,920.3,350.38,854.88,1.48
685078,1430,1534,10,207.31,365.0,120.54,2.51
697941,1178,1426,22,1610.43,161.32,1602.52,1.1
702559,1318,1197,16,801.98,286.29,747.28,1.51
723922,1226,1197,23,1268.0,899.71,1088.95,1.63
729255,1430,1479,13,823.11,267.47,793.31,1.29
773119,1178,1375,10,1477.17,282.14,1450.51,1.21
812804,1534,1175,2,1354.36,261.69,1332.21,1.19
822713,1479,1178,2,646.37,164.76,628.69,1.27
836572,1002,1093,21,1110.11,587.21,1032.26,1.41
840023,1430,1375,20,162.53,150.13,139.55,1.59
8866,1106,1110,0,935.5,169.4,920.91,1.19
61685,1106,1002,22,1455.6,397.09,1417.33,1.24
93233,1430,1029,19,3619.64,1232.83,3429.86,1.38
99971,1093,1093,23,258.81,408.26,111.31,3.52
119445,1430,1464,7,986.33,366.01,934.01,1.37
129733,1375,1093,13,2586.12,749.54,2498.72,1.28
131519,1479,1534,20,1263.57,519.08,1178.82,1.43
153936,1479,1479,23,253.35,358.86,132.68,2.9
157217,1178,1411,16,939.26,439.58,870.31,1.43
200667,1207,1318,21,741.23,153.2,724.44,1.24
256405,1479,1430,12,1178.33,422.09,1126.94,1.32
282328,1375,1175,10,1495.93,492.69,1441.14,1.29
285069,1479,1375,15,1093.7,632.91,972.24,1.57
322939,1322,1197,9,738.35,320.19,683.54,1.47
337940,1197,1303,13,929.08,411.83,870.95,1.39
369518,1375,1411,14,700.71,339.28,653.84,1.4
385878,1175,1411,6,976.08,396.59,907.26,1.5
463401,1322,1197,3,622.98,333.7,527.04,2.11
474313,1375,1175,4,1397.74,558.51,1322.23,1.36
493709,1479,1430,6,966.32,378.09,906.49,1.41
502651,1479,1375,9,1140.69,502.03,1043.05,1.52
559221,1197,1303,7,805.44,365.03,750.44,1.42
575093,1479,1375,19,1156.78,709.52,988.65,1.72
617193,1197,1303,17,841.67,357.39,791.76,1.38
633826,1322,1197,13,749.69,383.05,682.38,1.51
644812,1375,1175,14,1659.64,603.24,1568.89,1.39
645959,1479,1430,16,1555.36,709.25,1413.25,1.54
661244,1534,1426,1,17.91,60.93,9.37,2.04
688472,1175,1426,10,2000.33,1202.88,1870.86,1.35
701997,1375,1426,18,394.53,262.07,329.69,1.79
712151,1375,1160,2,1312.11,319.29,1285.87,1.2
803552,1430,1534,3,180.94,280.46,103.27,2.57
823827,1318,1197,9,800.35,179.49,777.73,1.28
834806,1226,1197,16,1045.22,292.31,1012.57,1.27
839157,1430,1479,6,814.79,310.8,767.48,1.39
3640,1411,1375,23,595.91,325.83,551.08,1.41
31888,1411,1430,20,1090.94,408.97,1027.3,1.4
99722,1479,1534,18,1667.04,918.91,1437.05,1.73
102741,1375,1093,11,4515.0,1330.53,4306.58,1.37
111433,1178,1411,14,951.77,363.99,892.69,1.44
141586,1207,1318,19,772.14,253.61,690.52,1.94
155325,1430,1464,5,1006.33,401.24,948.82,1.38
156719,1110,1093,0,596.52,235.19,565.98,1.35
159970,1426,1093,2,2365.14,468.62,2319.13,1.22
164116,1318,1226,11,849.89,303.72,802.96,1.39
206382,1534,1093,17,2486.36,665.36,2414.68,1.26
266726,1430,1411,2,582.95,211.88,561.6,1.27
274114,1479,1426,18,1678.82,906.96,1452.81,1.71
283218,1303,1197,10,749.22,119.71,739.99,1.17
304862,1322,1303,9,1505.81,413.9,1461.29,1.26
377693,1375,1479,1,543.99,330.58,500.84,1.42
380556,1375,1160,4,1374.46,326.82,1346.3,1.21
423734,1175,1426,12,1818.2,490.74,1754.53,1.32
425792,1411,1426,0,684.23,170.78,669.57,1.21
468928,1375,1426,20,343.27,186.58,306.83,1.59
488753,1160,1175,20,1891.44,329.7,1862.31,1.19
493386,1002,1093,23,955.35,265.66,925.71,1.27
518382,1534,1175,4,1689.09,697.12,1581.3,1.41
525446,1178,1375,12,1786.6,574.7,1718.55,1.3
540453,1479,1178,4,680.59,218.48,651.12,1.34
555920,1430,1375,22,157.02,145.26,136.92,1.54
667860,1322,1303,12,1495.35,329.86,1462.43,1.23
669692,1479,1426,21,1052.84,362.16,1001.29,1.36
683418,1207,1318,0,836.14,416.86,768.52,1.46
687758,1303,1197,13,1069.36,415.86,999.2,1.43
707425,1430,1411,5,668.41,272.18,632.16,1.36
736260,1207,1303,22,752.0,252.69,717.52,1.34
807574,1322,1207,8,798.59,386.44,742.06,1.43
842285,1430,1411,1,570.49,235.59,548.89,1.26
32522,1479,1426,17,1528.24,752.56,1358.55,1.62
33878,1322,1303,8,1387.42,272.25,1361.68,1.21
90465,1197,1303,1,755.62,607.38,679.19,1.46
113442,1479,1430,0,845.98,319.89,795.67,1.4
169980,1479,1375,3,722.27,531.38,629.83,1.58
217486,1322,1226,7,534.43,194.33,503.52,1.4
229145,1411,1175,20,797.98,293.23,761.38,1.33
242524,1534,1479,8,1263.62,724.99,1078.04,1.77
245647,1207,1322,21,674.94,242.68,639.54,1.38
284579,1534,1160,11,1746.0,412.98,1702.35,1.25
305975,1411,1175,21,750.3,271.79,721.13,1.29
337541,1207,1322,22,677.31,266.65,637.84,1.39
367359,1534,1479,9,1216.87,550.43,1105.61,1.55
370774,1534,1160,12,1693.5,354.39,1662.24,1.2
406149,1322,1226,8,422.7,196.29,348.74,2.12
440623,1411,1175,23,739.6,270.77,704.88,1.37
467919,1534,1479,11,860.64,287.67,826.04,1.31
493454,1110,1106,1,1126.64,434.71,1065.69,1.36
527169,1322,1226,10,595.5,217.34,563.87,1.37
574668,1464,1375,18,1453.66,307.53,1423.18,1.23
613105,1160,1175,5,1461.57,319.9,1431.27,1.22
620815,1375,1426,5,209.75,197.06,184.41,1.51
626159,1464,1430,15,1584.23,1755.62,1345.05,1.53
658467,1375,1430,5,399.28,472.72,264.49,2.37
678982,1375,1002,15,3503.17,693.81,3441.76,1.2
689341,1175,1375,0,1373.38,454.56,1320.98,1.32
700837,1426,1464,20,1866.92,718.26,1750.29,1.42
739570,1207,1226,22,905.22,125.62,896.73,1.15
756255,1430,1160,2,1415.85,371.21,1380.65,1.23
761832,1318,1197,2,765.5,234.91,734.2,1.33
773750,1375,1110,21,3670.57,896.96,3563.74,1.28
795667,1479,1175,18,960.66,444.38,884.57,1.47
818949,1303,1322,20,1368.9,300.68,1328.84,1.3
826902,1226,1197,9,1067.0,246.53,1042.19,1.23
5886,1411,1375,16,1014.64,560.9,898.62,1.61
7570,1430,1426,18,209.48,318.8,131.27,2.28
7679,1411,1430,13,1219.48,797.45,1116.02,1.44
27993,1002,1093,19,1018.27,333.37,971.55,1.35
28256,1534,1175,0,1335.73,314.08,1309.28,1.2
30116,1479,1178,0,641.48,134.58,627.5,1.24
48426,1178,1375,8,2092.0,391.21,2057.14,1.2
99169,1430,1375,18,171.07,206.97,135.04,1.76
165583,1106,1002,10,1360.01,217.37,1346.42,1.14
193555,1426,1175,15,1659.78,426.39,1614.76,1.25
260322,1110,1106,13,1344.75,341.95,1311.94,1.23
272329,1426,1479,8,1287.32,832.0,1059.71,1.88
280621,1426,1534,5,23.95,85.77,10.22,2.26
289903,1322,1226,22,565.11,251.43,490.89,2.02
295946,1430,1093,13,2763.5,833.16,2650.03,1.33
317627,1534,1479,23,680.13,206.29,660.87,1.24
344741,1375,1178,0,1248.55,318.56,1216.95,1.24
360251,1534,1375,5,235.97,226.8,194.85,1.69
360638,1430,1175,0,1301.64,300.17,1275.79,1.21
366126,1534,1430,2,101.84,159.45,72.46,1.94
401057,1226,1322,1,489.11,233.28,440.57,1.57
404773,1093,1426,10,2258.02,671.15,2189.98,1.26
442096,1106,1093,6,428.42,152.6,410.65,1.32
502694,1426,1464,15,1270.69,312.28,1239.49,1.24
536862,1375,1430,0,264.94,312.63,200.85,1.92
574814,1464,1430,10,1262.33,419.93,1155.43,1.73
597019,1375,1426,0,200.56,128.74,188.13,1.34
628224,1464,1375,13,1623.78,326.98,1592.68,1.22
682556,1093,1430,6,3080.91,932.19,2968.96,1.3
723092,1093,1375,9,2574.81,551.93,2521.29,1.22
735229,1002,1029,6,1492.0,529.33,1404.21,1.41
742619,1303,1207,7,1475.33,248.7,1454.59,1.18
776787,1093,1002,16,840.53,242.64,814.58,1.27
785172,1029,1106,16,1225.69,436.18,1164.16,1.36
786505,1110,1029,21,842.45,324.58,796.86,1.37
801487,1430,1534,11,229.88,408.1,128.57,2.59
808349,1318,1197,17,881.61,447.85,824.73,1.38
5761,1430,1160,17,1844.18,304.94,1818.88,1.18
29284,1178,1479,4,882.0,420.73,750.9,1.98
44120,1430,1479,14,858.15,345.22,818.34,1.32
68325,1303,1197,8,1336.64,1599.25,970.71,1.91
119045,1479,1426,16,1428.25,690.9,1300.71,1.52
130448,1430,1411,0,610.11,249.58,583.13,1.3
148442,1322,1303,7,1406.13,358.76,1367.56,1.26
190504,1430,1411,3,656.69,569.87,589.88,1.43
199324,1479,1426,19,1360.48,701.48,1216.93,1.58
227945,1322,1303,10,1370.0,204.94,1354.48,1.16
293089,1322,1303,15,1440.63,288.18,1413.39,1.21
301870,1479,1534,2,800.81,337.91,754.73,1.37
305755,1430,1411,8,1044.11,508.0,932.46,1.6
331115,1207,1318,3,760.0,244.37,726.4,1.34
356739,1303,1197,16,1033.87,377.27,978.5,1.37
388852,1464,1430,14,1405.42,350.96,1363.87,1.28
394356,1464,1375,17,1388.4,324.23,1355.91,1.23
465222,1375,1426,4,211.11,203.05,184.33,1.51
503932,1411,1375,6,664.99,273.06,624.27,1.4
508349,1375,1430,23,280.95,326.91,217.64,1.88
508959,1322,1318,15,299.2,176.45,258.64,1.69
532665,1175,1430,15,1961.1,593.66,1881.06,1.33
556807,1411,1430,3,879.78,699.05,742.42,1.66
559433,1175,1375,18,2012.84,740.02,1895.97,1.4
582376,1479,1175,8,784.24,254.22,756.66,1.28
599475,1430,1426,8,230.28,368.34,139.11,2.5
691580,1426,1534,21,28.54,143.69,11.26,2.45
694002,1002,1106,14,1528.44,281.12,1507.01,1.18
776001,1178,1479,18,898.41,434.94,825.99,1.47
4968,1002,1093,0,927.55,251.43,902.6,1.25
58495,1426,1093,17,2475.51,664.23,2404.21,1.26
62152,1110,1093,15,817.75,327.67,761.1,1.47
81700,1197,1318,13,782.94,180.45,764.14,1.24
151179,1017,1110,12,908.83,607.54,757.2,1.8
179869,1093,1017,20,1141.93,379.3,1081.32,1.4
213619,1375,1029,13,2941.0,402.0,2915.62,1.14
226696,1430,1534,14,203.28,324.84,116.39,2.55
241603,1318,1197,20,890.52,317.82,804.84,1.85
254864,1430,1479,17,859.13,409.71,805.86,1.38
282892,1178,1479,7,828.88,326.02,746.15,1.83
297758,1430,1160,20,1816.15,358.21,1781.47,1.22
335561,1479,1426,1,815.76,330.15,767.81,1.39
386231,1017,1029,14,1499.5,225.42,1483.47,1.16
393311,1318,1207,15,846.58,283.57,803.46,1.38
409725,1226,1207,22,1072.81,234.39,1050.37,1.22
460820,1479,1426,12,1236.08,503.55,1162.13,1.39
503963,1303,1197,4,1147.5,386.16,1086.9,1.39
504027,1322,1303,3,1529.17,551.21,1445.52,1.38
543531,1197,1207,8,45.02,74.48,25.31,2.52
550524,1226,1303,17,1621.92,220.55,1608.0,1.14
